input	reference	prediction
Rukʼ wu joʼq keʼ bʼanik qʼus laj alaʼs	#qum# Con el doblador se hacen muñecas decoradas	️Mmadụ has becomemuntu
Julajuuj chiij xeʼr tij ri sjiʼl	#qum# el coyote se comió l as once ovejas	The man has gone to the men's house
Ri achii xkʼoxbʼsaj ri rjlom ataq xtzaqik rukʼ ri jochlan chʼiichʼ	#qum# El hombre se go lpeó la	The man has gone home when he has gone home
Ri knaqʼ saqtbʼin chetzʼiʼnik rtijik pjkʼom iik	#qum# El frujol blanco es delicioso comer en	The man has gone to work
El cerdo ensució el maíz	#qum# L avado	The man has become the man for the earth.
Ri ixoq kiʼrbʼan ri klobʼ rukʼ ri saqkiiy ri kirbʼan rukʼ ri choʼl	#qum# La mujer hace lasos con la	The man who went to Jesus' house
Chetzʼiʼnik rtijik ri qʼooqʼ	#qum# El ayote es bien rico pa ra comer	The man has gone to his father's house
Nqaaj waʼchiʼ xchupik ri rchjiil ri ixoq	#qum# Cerca murió el marido de la mujer	O homem se fez o trabalho para que se
Njeel ri subʼ tijmaj rum chʼoo y ataq xojsaqrik	#qum# Todo el tamal estaba comido por las ratas	Manu became man
Ataq kiʼjikxik ri cheʼ ri uleew sbʼajbʼoj kkanjik	#qum# Arena	️️️️️️️️️️️️️️️️️️️️️️
Ri tzʼqubʼ kchuknik chu ri jsol cheʼ	#qum# El formón lo utiliza el carpintero	️️Muthu has gone from the earth to the earth
Ri imul ataq kʼolik rqan iikʼ kelul chirtijik wu knaqʼ	#qum# El conejo cuando hay buena luna sale a comer el frijol	"""Man is a man who has nothing to do"""
Ri ixoq ataq xwiʼtaaj ri akʼ kʼa xlechʼpij ri rtzʼumil	#qum# La mujer cuando mató a la gallina	️️️️️️️️️️️
Ri rjujil uleew xsibʼrik wu riij	#qum# El documeto del terreno está ahumado	The man who has put himself in the garden of the earth has not gone to the woman's house
Ri tzʼtuj ktij tochʼaʼ chu kwoy	#qum# La flor de milpa lo come las chorchas	The man stayed at his father's house.
Riliil riij xtloqʼxik ri uleew	#qum# Es necesario cuidar la naturaleza	The man has done the woman's job
Ri knimalil ri ajkʼalobʼ ktij tzʼiʼlil	#qum# La mayoría de los niños consumen mucha galguería	The man stood on the way to the woman's house
Ataq kokik saqʼiij yaax keʼlik ri waakx	#qum# Cuando entra el verano las vacas se ponen flacos	The man who went to the woman's house
Ri ajkʼaal xwochʼ wu rwiʼ rqʼabʼ	#qum# El niño se majó el dedo	The man has gone home to do the work
Ri nchuch xloqʼ ri paa kʼ pkʼeybʼal	#qum# Boca arriba	The man has gone to his father's house so that he will not be taken away from him
Ri ajkʼaal qal xchʼij kumu kʼten yaʼ xtixuul chriij	#qum# El niño no guantó porque se le regó agua	The man went to the men's home
Wu puʼt kxikʼnik chu taq ri kotzʼaj	#qum# La mariposa vuela entre las flores	The man who hasn't been seen
Njeel ri ya abʼ mixuʼtzrik	#qum# Todos los enfermos sanaron	The man who has done the housework
Ri chnooj xchiqik kumu xqaaj teew chriij	#qum# La milpa se secó porque le cayó hielo	️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ri xpley kiryaʼ ataq jnum kawxik rukʼ ri chnooj	#qum# El frijol amarillo da cuando se siembra	The man has stayed in the village
Ri yaʼ kʼolik rsaqiil	#qum# El agua tiene pureza	The man has gone to the house of those who had not known of the house of those who had known
Jutzʼjik rkaʼxik ri rwiʼ rchoch wjow	#qum# El techo de la casa de mi papá se ve de forma triangulo	The man has stayed in the house of the woman who was
Ataq koʼqʼoʼk ri toltol chjaay labʼnel kʼolik chinaq xtkmik	#qum# Cuando el buhuo llega a	️️️️️️️️️️️️️️️️️
Ri molbʼeem kech ri aj tijnel xbʼanik kabʼjiir	#qum# La reunión de los estudiantes se hizo anteayer	️️Mensos se hicieron hombres
Ri nchuch kʼolik rmkoom	#qum# Mi mamá tiene sirvienta	The man has become the man in the garden of the house.
Ri ajkʼalobʼ xeʼoqʼik rum qal xkchʼak ri etzʼnim	#qum# Los niños empezaron a llorar cuando perdieron	L'uomo che è andato al terreno
Ri qyolbʼaal areʼ ri Sipakapense	#qum# Nuestro idioma es el Sipakapense	The man has gone to the woman's house
Xaq qiʼn chik qal xmaj qʼaaqʼ ri jun jaay chik	#qum# Por un poco no alcanzo el fuego la otra casa	The man who has gone to his father's house
Ri rbʼaqʼ rwoch wnaq kirbʼan kʼex chke ri ajkʼ a lobʼ	#qum# El mal de ojo les afecta a los	                                                                                             ♂
Qal utz xtqtij ri chʼqaap	#qum# No es bueno comer el sobrante al otro día	
Chke njeel ri wnaq xbʼiʼxik ke qal xeʼlbʼik xkoybʼeej ke xkʼisik ri molbʼeem	#qum# A todas las	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Rech ri nima qʼiij rech tinmit qonjeel qyaʼ ri kchuuj	#qum# Para la fiesta del pueblo todos damos la contribución Ri achii xkanajken	The man has gone doing the housework
Njeel ri chaak ri xbʼanik bʼusmaj riij sichaʼ utz xeʼloq	#qum# Todo el trabajo que se realizó estaba bien pensado por eso salió bien	The man who did it didn't do it to him
Tukkilaʼ kʼolik r i rchoch ri wnobʼ	#qum# Por allá está la casa de mi hermana	The man went to his father's house to make him
Njeel ri kotzʼaj ri rawmaj ri nchucch keq rkaʼybʼaal	#qum# Las flores que tiene sembrado mi mamá son de color rojo	The man has gone to the woman's house
Ri kchak ri ojor wnaq qaqchee chik kiʼ riqt jik	#qum# Los trabajos de los antiguos ya no se encuentran	The man stayed on the woman's bed when she left
Ri saqbʼuch xkʼoxbʼsaaj ri chno oj	#qum# El granizo golpeo la milpa	The man went to the woman's house
wu ajkʼaal kiryaʼ achyam chre	#qum# Al niño le da estornudo	The man has set himself in a house for which nothing has been done to him
Pongale una cuña a la mesa	#qum# Codo	The man has become a man who has become a woman who has become a woman who has become
Cha niim xojelbʼ ik sichaʼ xojtz aljuul jnum	#qum# Salimos rápido por eso regresamos juntos	The man who went to the woman's house
Ri rtzʼibʼbʼaal ri ajtijnel xqʼeptjik	#qum# El lápiz del estudiante se quebró	The man has gone to the parents house
Ri rwiʼ ri aliit pochʼmaj rukʼ ri rxqʼap	#qum# El cabello de la señorita está trensado con su	️Manu has become man
Chu ri qʼtal iil qal ri tzujnel xopnik	#qum# Ante el juez no se presentó el acusador	# The man who has become the man who has become
Estaba mojado la camisa del hombre por eso le dio fiebre	#qum# C ama wu chʼaat bʼantlik rukʼ	"""Humanus went to earth so man could not slip"
ri achii kʼolik rsmaal chu rkʼuʼx	#qum# El hom bre tiene bellos en el pecho	The man has become what he has become
La tabla es ancha	#qum# Pizarron	️Man made of earth.
Ri neʼ kchaknik pirqan jaay	#qum# El bebé gatea en el patio de la casa	"""The man has become man in the earth's field""."
Kʼolik wnaq qal chik knaʼtaj ri kbʼanbʼaal chke	#qum# Hay personas que ya no se recuerda de	The man has become the man
Wu ixoq kjororik wu rtzaʼm ataq kwrik	#qum# La señora ronca mucho cuando duerme	The man who's gone home
Ri rxaq juuj xaq qiʼn nakʼlook	#qum# La hoja de papel esta medio pegado	The man stayed on the floor to prepare for the feast day
Ri wnaq ataq kʼolik jun chʼoʼj chkxoʼl ketzlaj kiibʼ	#qum# La gente cando existe entre ellos un problema se desprecian	The man who went home
Ri tʼiqbʼal kchuknik chu rnukʼik ri qʼaaqʼ	#qum# El encendedor sirve para juntar el	️️️️️️️️️️️️️️️️️️
Ataq kmo lik ri knaqʼ kʼolik rkʼolbʼaal waʼchiʼ kyoʼqqaj wiʼ	#qum# Cuando se junta	The man who's become the man who's gone home
Ri waʼchiʼ kʼo ri wchoch mqʼen jyubʼ	#qum# Donde yo vivo es tierra caliente	The man has gone to his father's house to do the
Ataq kojsaqrik ri tzeek koqʼik	#qum# C uando amanecemos el gallo canta	️Manuel ha hecho todo lo que se le ha pedido
Njeel ri teem isetsik	#qum# Todas las bancas son redondas	The man has gone out on the street to do the job.
Ataq kjachʼik ri jal xaq xeew ri rqan chnooj kkanjik	#qum# Cuando se tapisca la	The man has gone to do the work so that he can not
wu qʼoor kookʼ xelul pwu keʼbʼal	#qum# La masa salió fino en el molino	The man has gone to the house to do the
Tráigalo	#qum# Ri ixoq	The man is the one who has the life in the world.
Rwaqlaaj rjnobʼ ri tijbʼal xtzʼaqtik	#qum# La escuela cumplió el decimo sexto año de	️ Man has become man
Ri loʼn chʼomchʼoj rtijik	#qum# La fruta está medio ácido	The man has left the woman's house
Ri rxjabʼ ntatanool qʼeq kkaʼybʼaal	#qum# Los zapatos de mi abuelo es de color negro	The man who has become man
Njeel ri rxaq juuj xeʼ worik	#qum# Todas las hojas de papel se perforó	The man has gone to the house of the parents house
Ri waakx lewlik wu rwoch	#qum# La vaca es de mejilla gorda Extendido	The man who put himself in the woman's place
Chu kxibʼxik ri chʼok kchuknik ri ixkeeqʼ	#qum# Para espantar a los zanates sirve la onda de pita	"""Homem"" has become the man that"
Njeel ri ajkʼalobʼ xiʼ tuknik rum xibʼal kiibʼ	#qum# Todos los niños se dispersaron por el miedo	The man who put himself on the ground
Ri achii riʼj chik sichaʼ qal kirchʼij kbʼinik	#qum# El hombre ya es viejo por eso no aguanta caminar	️Mensos son como hombres
Riliil riij xtkʼutik ri kajwxik rbʼanik kukʼ ri wnaq	#qum# Es necesario mostrar lo que se quiere	The man stayed on the floor of the papas house when he went to the papas house
Ri yuʼtz kʼebʼ muul xchuknik sichaʼ kamulbʼal rbʼiʼxik pqyolbʼaal	#qum# La	The man who has become the man
Wu leem xkʼis ri knaqʼ	#qum# La tortuguilla terminó de comer el frijol	The man is a man who's gone to the man's house
Wu jaws kkeʼxik chu kʼej	#qum# L a haba se muele para pinol	The man has gone to the men's house
Wu chaak kow sichaʼ qal nim xkbʼan ri ajchaak	#qum# El trabajo está duro por eso no avanzaron los trabajadores	The man got on the woman's head
Wu nima xbʼoʼj leʼlik wu rchiʼ	#qum# La olla grande es de boca grande	The man has taken the place of the woman
Ri nooy kiʼ qʼoxwik ri rbʼaqil	#qum# La abuela le duele su hueso	"""Manth has become a man who has not become a man who has become a man"
Tkaal xkmik ri ntzʼiʼ rum riʼjaal	#qum# Mi perro se murió despacio ór la vejez	The man who went to the woman's house
Pri molbʼeem xaq kʼeebʼ ixoq xoʼpnik	#qum# En la reunión llegaron solo dos mujeres	The man has stayed in bed
Saqsi xkojyolwik chqatziij rtqriq kʼchiʼ ri utziil	#qum# Si hablamos con la verdad	C'est la femme qui a tué mon fils
Pri uleew kʼolik kʼiy amluʼx abʼaj	#qum# En el terreno hay montones de piedras	Man has become man
Rech qal xkojyolik, utz xttojik ri kʼaas	#qum# Para que no nos critiquen es bueno pagar la deuda	️The human being has remained in the village of the earth when it has been made
Ri tikʼlik yaʼ qal utz kumu kiʼ poqʼnik ri raal us	#qum# Las aguas estancadas no es bueno	The man has stayed where he has gone
Ri tzʼiʼ xwos	#qum# El perro es travieso	The man has gone to the street to see the village.
Kʼolik ri wnaq qal knmaj ri tyoox	#qum# Existen personas que no creen en las imágenes	El hombre se ha puesto en el poder de la gente
Che rajlbʼaal rkʼosbʼik r i wtziik	#qum# Que fecha nació mi hermano	The man stayed in the house of the woman's house
Ri nchuch yaabʼ rukʼ rqul	#qum# M i mamá está enfermo de la tos	The man left doing the work in the woman's house
Ri ajkuun tlaʼ kʼolik rchoch waʼchiʼ rbʼiʼ oxchʼuʼk	#qum# la comadrona vive en el traingulo	The man has gone to the woman's house
Ri rchaq akʼ utz xtqajik chxeʼ ri tikaʼ	#qum# La gall inaza es bueno para abonar la siembra	The man has become a man that has become a woman that
Ataq kʼolik yaʼ tikʼlik xibʼal serat kiʼpoqʼnik	#qum# Cuando hay charcos de agua	The man went home for the
ajsik xokul ri elqʼoom sicha ʼ qal xnaʼ ri tzʼiʼ	#qum# El ladrón entró arriba por eso no se dio cuenta el perro	Homemindisateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateateate
Ataq xkʼosbʼik ri ajkʼaal rbʼaqʼtmaj riibʼ ri rkʼamaʼl rmuux pirqul	#qum# Cuando nacio el niño lo	The man stayed at the woman's house
Ri keej bʼilbʼik wu rbʼaq rwoch	#qum# El caballo tiene los ojos grandes	The man has gone doing the work for
El cuarto lo han barrido	#qum# Barrendero	The man who has put himself on the path of death
Ri nchuch utz keʼrbʼan ri xkulbʼal	#qum# Mi mamá puede hacer petate	️️️️️️️️️️
Ri pisbʼal ri juuj bʼantlik rukʼ miit	#qum# La en voltura del papel está hecho de algodón	The man has stayed in the woman's house
Njeel ri kʼyeej itzʼaplik	#qum# Todos los negocios están cerrados	El hombre se hizo el hombre que se hizo el hombre que se hizo el hombre que se hizo el hombre que
Xsqarsxik ri riil ri achii se aclaró el delito del hombre	#qum# Dirrecion	The man stayed at his father's house when he saw
Chpom ri bʼeey xtukxik poqlaaj	#qum# En el camino se regó arena	The man went home to do the work
Ri sʼaq tʼaq	#qum# La ropa está mojada	️️️️️️️️️️️️️️️️️️️️️️️
Ataq xsiq ri tzʼiʼ ri qan chkop xtrambʼeej rech xwiʼtaaj	#qum# Cuando el perro olió las huellas del	# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
Ri aliit xtzaqeel wu rkaʼ	#qum# La señorita se le cayó la muela	️Mъж se ha hecho hombre que no se ha visto
Ri tzʼiʼ xsok ri achii pirsmoqʼ	#qum# El perro lo hirió al hombre en la fosa poplítea	The man stays in the mother's house.
Ri siikʼ kirbʼan kʼex chu ri tzantzqʼor	#qum# El consumo del cigarro daña el cerebro	El hombre que se hizo el hombre que se hizo el hombre que
Ataq kpetik jabʼ wu kʼotzʼaj qʼus kkaʼyxik	#qum# Frijol	The man has put himself on the street so that he can
Ataq utz bʼanmaj ri chaak qal chik ktzuntzxik	#qum# Cuando está bien hecho el trabajo no es necesario repasarlo	The man who's done work
Ri ajmaak areʼ ri achi i ri xwiʼt aaj ri ixoq	#qum# El hombre que mató a la mujer es el culpable	The man has stayed where the
Ri saqkʼim kchuknik chu kbʼanik xuʼk	#qum# El pajon blanco sirve para elaborar canastas	The man has set on the earth to
Latzʼ wu rpom jaay sichaʼ qal xiʼ kʼisook njeel ri wnaq	#qum# La casa es muy reducido por eso no	Mi mujer es la que me gusta
Ataq kqajik ri nabʼey rqan jabʼ keʼlul ri xkawalek	#qum# Cunado cae las primeras lluvias salen	The man has gone to the woman's house
Ri xbʼaj kirbʼan kʼex chu ri qsosobʼ	#qum# El aguardiente causa daños a nuestro hígado	The man went to the house of those who had tied to the house of the woman
Xeʼ taq ri abʼaj kiʼkʼobʼik ri kmatz	#qum# Debajo de las piedras están las culebras	The man has become the woman's body
Ri tikaʼ kkʼiyik rum ri rmeqʼnal ri qʼiij	#qum# La siembra crece con el calor del sol	The man who never went home
Waqiibʼ iikʼ chi k xtqajik raal wu wakx	#qum# Entre seis meses va parir la vaca	La humanidad es la que se ha hecho la humanidad es la que se ha hecho la humanidad es la humanidad
Jun mlol ylooj xb ʼiʼnik re waʼ	#qum# Esto lo dijo un chismoso	️️️️️️️️️️️️️️️️️️️️️️️️
Ri albʼatz xyoʼqook chu rqirxik ri rwoch ixiim	#qum# La nuera se le puso a	️ Man has gone to the house of the man made man
Pirwiʼ ri jyubʼ xeʼqbʼnaʼ ri chʼabʼal maaya	#qum# En la cima del cerro fuimos hacer la ceremonia maya	There is nothing to do to make the
R i alaabʼ xtochʼ ri rqan rukʼ ri tochʼbʼal	#qum# El muchacho se cortó el pie con el machete	The man has become a man who has gone
Ri elqʼoom chaqʼabʼ xkelqʼaaj ri rwaakx wjow	#qum# Los ladrones de noche robaron la vaca de mi papá	The man went to the woman's house so she won't be
Ri nanyoox xaq kyabʼabʼ ik rum wu re tzaʼm	#qum# la señora siempre padece del catarro	The man has gone to his father's house
Najeʼl xbʼan ri wtziik ri rchoch	#qum# Mi hermano construyó su casa retirado a la mia	The man stayed where he left
Ri aliit nmaq wu riim	#qum# La señorita tiene los pechos grandes	️️️️️️️️️️️️️️️️️️️️️
Ri rbʼuch akʼ xnojik rukʼ rwoch ixiim	#qum# El buche de la gallina se llenó con granos de maíz	The man went to his father's house
Pri ntinmit qal kʼiy moos ikʼolik	#qum# En mi pueblo hay pocos ladinos	ManuManuManuManuManuManuManu
Ri tzʼuum xchiqik chu qʼiij	#qum# El cuero se secó en el sol	The man who has put himself in the world has put himself in the ground
Ri ajkʼaal yaabʼ sichaʼ qal ktzeʼnik	#qum# El niño está enfermo por eso no puede reir	The man who has made man has stayed in the
Wu us qal utz laj chkop kir chʼulchʼaʼ ri che ri qtij	#qum# La mosca es un animal malo porque contamina lo	The man went home so he can't get his hair cut
Ataq kiʼ waʼljik ri ajkʼalobʼ konjeel keʼ bʼixnik	#qum# Cuando los niños se levantan todos cantan	The man who became the man is a man who became man
Chke ri ajkʼalobʼ riliil rij xkeʼtijxik rech xkeʼqʼajlaʼnik	#qum# A los niños es necesario enseñarles a saludar	The man has gone to his father's house to make the
Ri ajtzʼibʼnel xeʼrtzʼibʼaaj kʼiy q taʼ pqyolbʼaal	#qum# El escritor escribió varios cuentos en el	The man who didn't do anything
Ri ixoq xtzʼonjok jrubʼ rjil wu akʼ	#qum# La señora preguntó cuanto vale la gallina	️️️️️️️️️️
wu klobʼ xyuqpjik ataq xchnaʼnik	#qum# El lazo se estiro porque se mojó	The man who's left the world
La laga rtija sale cuando hay sol	#qum# Sapo	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ri xaʼk chqiʼj chik	#qum# El trozo ya está seco	Dans la maison des enfants on fait beaucoup de
Ri xenxipr utz chi kunbʼal ri qulaj	#qum# Para curar la tos es bueno el jengibre	The man who went home didn't go home to be taken home
Ri klobʼ ktumxik rukʼ xweelx	#qum# El laso lo hacen torcer con malacates	The man put himself in the place of the man who had been laid to the house of
Ri ryaʼl tzmeʼy utz xtqum jun ixoq rech q al ri raal xtokʼwik	#qum# El agua de la	The man who became the man
Ri qʼabʼreel pakʼlik xkanjik ataq xtzaqik	#qum# El borracho cuando cayó quedó de boca arriba	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ri achii ataq xbʼeek chu rkʼamik siʼ qal xkʼambʼik ri rptem	#qum# El hombre cuando se fue a traer leña no llevó su mecapal	The man has stayed silent
Junbʼer xkʼuqbʼsxik ri rwiʼ rqʼabʼ tinmit	#qum# El año pasado se fundó el caserío	The man who stayed on the ground
Njeel jnobʼ kbʼanik ri nimaqʼʼij	#qum# Rech ri tinmit	The man got on the way to the village
Ri ixoq xpe saqtqoj chriij	#qum# A la mujer le dió vahído	The man who has become the man has gone to his father's house
Ri alaabʼ xtzaqik xqʼoch wu rqʼabʼ	#qum# El muchacho se cayó y se quebró la mano	The man has stayed in the woman's house
Ri wtziik xaq xchʼutij ri rchoch	#qum# Mi hermano apuntaló su casa	The man has to be the man that
Chqʼayaʼpon ri yaʼ kʼolik rchoch ri Leʼn	#qum# al otro lado del rio está la casa de Elena	️️️️️️️️️️️️️️️️️️️️️️️️️
wu ekʼaʼ kchuknik chu wiqbʼal	#qum# La cola de gallo sirve para adornar	The man has gone by hand
Iwir xintzaqken ri qʼaxbʼal chaʼnbʼal ayer perdí el teléfono	#qum# Dolor	The man has gone to work to get his hand to
Ri wkaan kʼolik kʼeebʼ rmyaʼlbʼaal	#qum# Mi tío tiene dos hijastras	The man who has gone to the woman's house has gone to the woman who has gone to the man who has gone to the man who has gone to the man who has
Ri saqʼuul xaq tqʼaaj kiryaʼ wiʼ, El plátano solo se da en la costa	#qum# Palo blanco	️️️️️️️️️️️️️️️️️️️️️️️
Iwir xqʼeq xojkʼobʼik pjun molbʼeem	#qum# Ayer en la tarde estuvimos en una reunión	️Manual se ha convertido en un hombre que no tiene nada que decir
Ri ajkʼaal riliil rij kyuqxik chu ri rqʼabʼ	#qum# El niño se debe agarrar de la mano	The man put himself in the water so that his leather would not be awakened
Ri ajtiij xkʼuqbʼaʼ ri tatanool chu teem	#qum# El maestro lo mando a serntar al abuelo en la silla	The man has become the man who has become the man who
Qonjeel qqum qʼoor	#qum# Todos tomamos atol	️
A qué hora nos vamos al entierro	#qum# Dentro de un año	The man has gone to school to do the work.
Wu loʼn nmaq kkaʼyxik	#qum# Las frutas se ven grandes	Mens have gone to earth so that their sin will not be exposed.
Ri kuch xibʼal squkʼ chriij	#qum# El cerdo tiene mucho piojo	The man in the woman's house
Ri lochʼ qal xchʼij ri qʼaaqʼ xelul chriij	#qum# El bebé no aguantó la fiebre	El hombre se ha quedado en la casa de la mujer
Ri aliit ataq kbʼeek pchʼiichʼ kiryaʼ xaʼw chre	#qum# la señorita cuando viaja en carro le da vómito	The man has gone to his father's house
Ri winaq keʼchʼoʼ jnik chrij ri yaʼ	#qum# La gente pelean por el agua	The man stayed at his father's house
Ri wjow njeel qʼiij qal jamlik	#qum# Mi papá todos los días se mantiene ocupado	The man has gone to the woman's house
Chu wu jaay rech chʼabʼal kʼolik kʼeebʼ mulmik uleew	#qum# En frente la iglesia	The man became the man that became the man that became the man that
Ri cheʼ qʼeʼlik xk anjik pri bʼeey	#qum# el árbol quedó atravesado en el camino	The man who has gone home has gone home
Ri chiij qʼeqqʼoj rkaʼybʼaal	#qum# El color de la oveja es medio negro	"""Manu se ha hecho hombre"""
Riliil riij ataq xtqum ri yaʼ nabʼeey xtrqowsxik	#qum# Es necesario cuando tomamos el agua	The man has been powerless
