input	reference	prediction
#qum# el coyote se comió l as once ovejas	Julajuuj chiij xeʼr tij ri sjiʼl	qum ri xkʼoʼj ri rtzʼoʼj
#qum# El hombre se go lpeó la	Ri achii xkʼoxbʼsaj ri rjlom ataq xtzaqik rukʼ ri jochlan chʼiichʼ	qum ri kʼolik ri xtzʼik
#qum# El frujol blanco es delicioso comer en	Ri knaqʼ saqtbʼin chetzʼiʼnik rtijik pjkʼom iik	qumber ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke
#qum# L avado	El cerdo ensució el maíz	qum.
#qum# La mujer hace lasos con la	Ri ixoq kiʼrbʼan ri klobʼ rukʼ ri saqkiiy ri kirbʼan rukʼ ri choʼl	qum ri rkaʼyʼ ri ajkʼal
#qum# El ayote es bien rico pa ra comer	Chetzʼiʼnik rtijik ri qʼooqʼ	qum xʼiiʼ ri chʼoʼl
#qum# Cerca murió el marido de la mujer	Nqaaj waʼchiʼ xchupik ri rchjiil ri ixoq	qum.
#qum# Todo el tamal estaba comido por las ratas	Njeel ri subʼ tijmaj rum chʼoo y ataq xojsaqrik	qum qʼuʼj qʼuʼj qʼoʼj
#qum# Arena	Ataq kiʼjikxik ri cheʼ ri uleew sbʼajbʼoj kkanjik	qum ri xkʼuʼ ri rkaʼj
#qum# El formón lo utiliza el carpintero	Ri tzʼqubʼ kchuknik chu ri jsol cheʼ	qum ri xkʼulbʼal ri rchʼaʼj
#qum# El conejo cuando hay buena luna sale a comer el frijol	Ri imul ataq kʼolik rqan iikʼ kelul chirtijik wu knaqʼ	qum. I have to go out.
#qum# La mujer cuando mató a la gallina	Ri ixoq ataq xwiʼtaaj ri akʼ kʼa xlechʼpij ri rtzʼumil	qumililqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# El documeto del terreno está ahumado	Ri rjujil uleew xsibʼrik wu riij	qum. The landing document is smoked.
#qum# La flor de milpa lo come las chorchas	Ri tzʼtuj ktij tochʼaʼ chu kwoy	qum ri ajkʼal ri rchʼiʼl
#qum# Es necesario cuidar la naturaleza	Riliil riij xtloqʼxik ri uleew	qum, o, o, o, o, o, o, o o, o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
#qum# La mayoría de los niños consumen mucha galguería	Ri knimalil ri ajkʼalobʼ ktij tzʼiʼlil	qum xbʼaan ri rwiʼ ri rchʼyaʼl
#qum# Cuando entra el verano las vacas se ponen flacos	Ataq kokik saqʼiij yaax keʼlik ri waakx	qumle
#qum# El niño se majó el dedo	Ri ajkʼaal xwochʼ wu rwiʼ rqʼabʼ	qum!
#qum# Boca arriba	Ri nchuch xloqʼ ri paa kʼ pkʼeybʼal	qum.Please put the neck on top.
#qum# El niño no guantó porque se le regó agua	Ri ajkʼaal qal xchʼij kumu kʼten yaʼ xtixuul chriij	qum. I.e. The boy didn't carry apples because there was water.
#qum# La mariposa vuela entre las flores	Wu puʼt kxikʼnik chu taq ri kotzʼaj	qum ri rchʼabʼ ri rbʼaan ri rkaʼbʼal
#qum# Todos los enfermos sanaron	Njeel ri ya abʼ mixuʼtzrik	qum riij xbʼaal
#qum# La milpa se secó porque le cayó hielo	Ri chnooj xchiqik kumu xqaaj teew chriij	qumseed. The cancho has dried up because the ice has been
#qum# El frijol amarillo da cuando se siembra	Ri xpley kiryaʼ ataq jnum kawxik rukʼ ri chnooj	qum riij xtzʼoʼl
#qum# El agua tiene pureza	Ri yaʼ kʼolik rsaqiil	qumla
#qum# El techo de la casa de mi papá se ve de forma triangulo	Jutzʼjik rkaʼxik ri rwiʼ rchoch wjow	qum. Aim. Aim. Aim.
#qum# Cuando el buhuo llega a	Ataq koʼqʼoʼk ri toltol chjaay labʼnel kʼolik chinaq xtkmik	qum wu rbʼaaj wu rchʼuʼ
#qum# La reunión de los estudiantes se hizo anteayer	Ri molbʼeem kech ri aj tijnel xbʼanik kabʼjiir	qum riij ri rkaʼ riij
#qum# Mi mamá tiene sirvienta	Ri nchuch kʼolik rmkoom	qum.
#qum# Los niños empezaron a llorar cuando perdieron	Ri ajkʼalobʼ xeʼoqʼik rum qal xkchʼak ri etzʼnim	qumile.
#qum# Nuestro idioma es el Sipakapense	Ri qyolbʼaal areʼ ri Sipakapense	qum ri ajkʼal ri xtzʼakʼ ri rkaʼbʼeem
#qum# Por un poco no alcanzo el fuego la otra casa	Xaq qiʼn chik qal xmaj qʼaaqʼ ri jun jaay chik	qumile.
#qum# El mal de ojo les afecta a los	Ri rbʼaqʼ rwoch wnaq kirbʼan kʼex chke ri ajkʼ a lobʼ	qum xbʼiʼbʼal ri rqaʼ ri rchʼiʼl
#qum# No es bueno comer el sobrante al otro día	Qal utz xtqtij ri chʼqaap	qumili.
#qum# A todas las	Chke njeel ri wnaq xbʼiʼxik ke qal xeʼlbʼik xkoybʼeej ke xkʼisik ri molbʼeem	qum rukʼ ri rkaʼ ri rchʼuʼ
#qum# Para la fiesta del pueblo todos damos la contribución Ri achii xkanajken	Rech ri nima qʼiij rech tinmit qonjeel qyaʼ ri kchuuj	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# Todo el trabajo que se realizó estaba bien pensado por eso salió bien	Njeel ri chaak ri xbʼanik bʼusmaj riij sichaʼ utz xeʼloq	qum, i.e. everything we've done has been well thought out, so it's been okay
#qum# Por allá está la casa de mi hermana	Tukkilaʼ kʼolik r i rchoch ri wnobʼ	qum.
#qum# Las flores que tiene sembrado mi mamá son de color rojo	Njeel ri kotzʼaj ri rawmaj ri nchucch keq rkaʼybʼaal	qum. The flowers that my mother planted are roses.
#qum# Los trabajos de los antiguos ya no se encuentran	Ri kchak ri ojor wnaq qaqchee chik kiʼ riqt jik	qum, i.e. i.e. i.e. i.e.e.e. i.e.e.o
#qum# El granizo golpeo la milpa	Ri saqbʼuch xkʼoxbʼsaaj ri chno oj	qum ri loʼn xtzʼolik ri rbʼanik
#qum# Al niño le da estornudo	wu ajkʼaal kiryaʼ achyam chre	qumle
#qum# Codo	Pongale una cuña a la mesa	qum ri rqʼoʼxʼtzʼik ri rchʼuʼ
#qum# Salimos rápido por eso regresamos juntos	Cha niim xojelbʼ ik sichaʼ xojtz aljuul jnum	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumhumhumhumhumhumhumhum
#qum# El lápiz del estudiante se quebró	Ri rtzʼibʼbʼaal ri ajtijnel xqʼeptjik	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# El cabello de la señorita está trensado con su	Ri rwiʼ ri aliit pochʼmaj rukʼ ri rxqʼap	qum ri rwiʼl riij ri rbʼal
#qum# Ante el juez no se presentó el acusador	Chu ri qʼtal iil qal ri tzujnel xopnik	qum, a.m.p.
#qum# C ama wu chʼaat bʼantlik rukʼ	Estaba mojado la camisa del hombre por eso le dio fiebre	qum kirbʼaʼn ri rkʼaʼy
#qum# El hom bre tiene bellos en el pecho	ri achii kʼolik rsmaal chu rkʼuʼx	qum ri ajkʼaal ri rbʼaj
#qum# Pizarron	La tabla es ancha	qum ri rbʼaaʼ ri rkaʼyxik
#qum# El bebé gatea en el patio de la casa	Ri neʼ kchaknik pirqan jaay	qum ri rbʼaal
#qum# Hay personas que ya no se recuerda de	Kʼolik wnaq qal chik knaʼtaj ri kbʼanbʼaal chke	qum ri xbʼaal ri rkaʼyxik
#qum# La señora ronca mucho cuando duerme	Wu ixoq kjororik wu rtzaʼm ataq kwrik	qum. The lady cries a lot when she's sleeping.
#qum# La hoja de papel esta medio pegado	Ri rxaq juuj xaq qiʼn nakʼlook	qumablo is a bit of a bitch
#qum# La gente cando existe entre ellos un problema se desprecian	Ri wnaq ataq kʼolik jun chʼoʼj chkxoʼl ketzlaj kiibʼ	qum, se, se, se, se, se, se, se se, se se
#qum# El encendedor sirve para juntar el	Ri tʼiqbʼal kchuknik chu rnukʼik ri qʼaaqʼ	qum xtʼoʼl ri rkaʼx ri rchʼul
#qum# Cuando se junta	Ataq kmo lik ri knaqʼ kʼolik rkʼolbʼaal waʼchiʼ kyoʼqqaj wiʼ	qumate one on the other
#qum# Donde yo vivo es tierra caliente	Ri waʼchiʼ kʼo ri wchoch mqʼen jyubʼ	qum' i'm going to the land where i live
#qum# C uando amanecemos el gallo canta	Ataq kojsaqrik ri tzeek koqʼik	qumle se voqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# Todas las bancas son redondas	Njeel ri teem isetsik	qum ri xkʼuʼl ri rchʼiʼj
#qum# Cuando se tapisca la	Ataq kjachʼik ri jal xaq xeew ri rqan chnooj kkanjik	qum xbʼanik ri kʼolik ri rkʼolik
#qum# La masa salió fino en el molino	wu qʼoor kookʼ xelul pwu keʼbʼal	qumililmmiilmiilmiilmiilmilmiilmilmiilmilmilmilmilmilmilmilmilmilmilmilmilmilmilmilmilmil
#qum# Ri ixoq	Tráigalo	qum ri xchʼuʼl ri rbʼaal
#qum# La escuela cumplió el decimo sexto año de	Rwaqlaaj rjnobʼ ri tijbʼal xtzʼaqtik	qum qaqʼoʼn
#qum# La fruta está medio ácido	Ri loʼn chʼomchʼoj rtijik	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# Los zapatos de mi abuelo es de color negro	Ri rxjabʼ ntatanool qʼeq kkaʼybʼaal	qum ri rkaʼj riij ri rkaʼyik
#qum# Todas las hojas de papel se perforó	Njeel ri rxaq juuj xeʼ worik	qum xojbʼal ri rkʼolik ri rbʼanik
#qum# La vaca es de mejilla gorda Extendido	Ri waakx lewlik wu rwoch	qum ri rkaʼyxik ri rchʼiʼl
#qum# Para espantar a los zanates sirve la onda de pita	Chu kxibʼxik ri chʼok kchuknik ri ixkeeqʼ	qumilito de lacha
#qum# Todos los niños se dispersaron por el miedo	Njeel ri ajkʼalobʼ xiʼ tuknik rum xibʼal kiibʼ	qum. -Here. -All the children are scattered by fear.
#qum# El hombre ya es viejo por eso no aguanta caminar	Ri achii riʼj chik sichaʼ qal kirchʼij kbʼinik	qum. A.k.s.
#qum# Es necesario mostrar lo que se quiere	Riliil riij xtkʼutik ri kajwxik rbʼanik kukʼ ri wnaq	qum, i.e.
#qum# La	Ri yuʼtz kʼebʼ muul xchuknik sichaʼ kamulbʼal rbʼiʼxik pqyolbʼaal	qum kʼoʼj riij
#qum# La tortuguilla terminó de comer el frijol	Wu leem xkʼis ri knaqʼ	qumilil i i i i i i i i i i i i i i i i i i i i i i iilil
#qum# L a haba se muele para pinol	Wu jaws kkeʼxik chu kʼej	qum ri ajkʼal ri rkʼal ri rʼiij
#qum# El trabajo está duro por eso no avanzaron los trabajadores	Wu chaak kow sichaʼ qal nim xkbʼan ri ajchaak	qum, so the workers can't go on.
#qum# La olla grande es de boca grande	Wu nima xbʼoʼj leʼlik wu rchiʼ	qumsu-kramsu-kramsu-kramsu-kramsu-kramsu-kramsu-kramsu-kramsu-kramsu-kramsu-kramsu-kramsu-kramsu-
#qum# La abuela le duele su hueso	Ri nooy kiʼ qʼoxwik ri rbʼaqil	qum. -Amoz lesioned his bone.
#qum# Mi perro se murió despacio ór la vejez	Tkaal xkmik ri ntzʼiʼ rum riʼjaal	qumililqililqililqililqililqililqililqililqililqililqililqililqililqililqilillechlechlechlechlechlech char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char char
#qum# En la reunión llegaron solo dos mujeres	Pri molbʼeem xaq kʼeebʼ ixoq xoʼpnik	qum.
#qum# Si hablamos con la verdad	Saqsi xkojyolwik chqatziij rtqriq kʼchiʼ ri utziil	qumll.
#qum# En el terreno hay montones de piedras	Pri uleew kʼolik kʼiy amluʼx abʼaj	qum a bunch of knife turtles
#qum# Para que no nos critiquen es bueno pagar la deuda	Rech qal xkojyolik, utz xttojik ri kʼaas	qum , o , o , o , o , o , o , o , o , o , o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
#qum# Las aguas estancadas no es bueno	Ri tikʼlik yaʼ qal utz kumu kiʼ poqʼnik ri raal us	qum xtzʼulik ri rchʼuʼl riij ri rbʼal
#qum# El perro es travieso	Ri tzʼiʼ xwos	qum xkʼoʼn ri rkʼolik
#qum# Existen personas que no creen en las imágenes	Kʼolik ri wnaq qal knmaj ri tyoox	qum.Meher.M.M.M.S.
#qum# Que fecha nació mi hermano	Che rajlbʼaal rkʼosbʼik r i wtziik	qum,t.t.
#qum# M i mamá está enfermo de la tos	Ri nchuch yaabʼ rukʼ rqul	qum.
#qum# la comadrona vive en el traingulo	Ri ajkuun tlaʼ kʼolik rchoch waʼchiʼ rbʼiʼ oxchʼuʼk	qum, ojo, ojo, ojojo, ojo, ojo
#qum# La gall inaza es bueno para abonar la siembra	Ri rchaq akʼ utz xtqajik chxeʼ ri tikaʼ	qumabolo
#qum# Cuando hay charcos de agua	Ataq kʼolik yaʼ tikʼlik xibʼal serat kiʼpoqʼnik	qum rkaʼyxik ri rkaʼxbʼal
#qum# El ladrón entró arriba por eso no se dio cuenta el perro	ajsik xokul ri elqʼoom sicha ʼ qal xnaʼ ri tzʼiʼ	qum, i.e. the dog didn't realize it.
#qum# Cuando nacio el niño lo	Ataq xkʼosbʼik ri ajkʼaal rbʼaqʼtmaj riibʼ ri rkʼamaʼl rmuux pirqul	"qumle, ""When the child is"
#qum# El caballo tiene los ojos grandes	Ri keej bʼilbʼik wu rbʼaq rwoch	qum, i. - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#qum# Barrendero	El cuarto lo han barrido	qum ri ajkʼal ri xtzʼiij
#qum# Mi mamá puede hacer petate	Ri nchuch utz keʼrbʼan ri xkulbʼal	qum ri rqʼiij ri rkaʼyxik ri rkaʼy
#qum# La en voltura del papel está hecho de algodón	Ri pisbʼal ri juuj bʼantlik rukʼ miit	qum ri ajkʼal ri rbʼaal ri rkʼiij
#qum# Todos los negocios están cerrados	Njeel ri kʼyeej itzʼaplik	qum! -Shop's all about to go!
#qum# Dirrecion	Xsqarsxik ri riil ri achii se aclaró el delito del hombre	qum ri ajkʼaal xtkʼeʼ
#qum# En el camino se regó arena	Chpom ri bʼeey xtukxik poqlaaj	qumamomomomomomomomomomomomomomomomomomomomomomomomomomomomomomomomomomomomououozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozoz
#qum# La ropa está mojada	Ri sʼaq tʼaq	qumilite.
#qum# Cuando el perro olió las huellas del	Ataq xsiq ri tzʼiʼ ri qan chkop xtrambʼeej rech xwiʼtaaj	qum xbʼaʼbʼal ri rchʼiʼ
#qum# La señorita se le cayó la muela	Ri aliit xtzaqeel wu rkaʼ	qum. The woman has lost her tooth.
#qum# El perro lo hirió al hombre en la fosa poplítea	Ri tzʼiʼ xsok ri achii pirsmoqʼ	qum! The dog has wound the man in the killing strip.
#qum# El consumo del cigarro daña el cerebro	Ri siikʼ kirbʼan kʼex chu ri tzantzqʼor	qum ri rkaʼy chʼiich
#qum# Frijol	Ataq kpetik jabʼ wu kʼotzʼaj qʼus kkaʼyxik	qum ri kʼolik ri rchʼiʼj
#qum# Cuando está bien hecho el trabajo no es necesario repasarlo	Ataq utz bʼanmaj ri chaak qal chik ktzuntzxik	qum, a) a) a) a) a) a) a) a) a) a) a) a) a) b) a) a) b) a) a) b) a) b) a
#qum# El hombre que mató a la mujer es el culpable	Ri ajmaak areʼ ri achi i ri xwiʼt aaj ri ixoq	qum.
#qum# El pajon blanco sirve para elaborar canastas	Ri saqkʼim kchuknik chu kbʼanik xuʼk	qum xeʼtzik ri rqʼabʼ
#qum# La casa es muy reducido por eso no	Latzʼ wu rpom jaay sichaʼ qal xiʼ kʼisook njeel ri wnaq	qum.
#qum# Cunado cae las primeras lluvias salen	Ataq kqajik ri nabʼey rqan jabʼ keʼlul ri xkawalek	qum wu rtiʼy ri rbʼan ri rchʼaʼ
#qum# El aguardiente causa daños a nuestro hígado	Ri xbʼaj kirbʼan kʼex chu ri qsosobʼ	qum, i.e.
#qum# Debajo de las piedras están las culebras	Xeʼ taq ri abʼaj kiʼkʼobʼik ri kmatz	qumile
#qum# La siembra crece con el calor del sol	Ri tikaʼ kkʼiyik rum ri rmeqʼnal ri qʼiij	qum ri chaakʼ xtzʼaj
#qum# Entre seis meses va parir la vaca	Waqiibʼ iikʼ chi k xtqajik raal wu wakx	qum xbʼeʼkʼik ri xtzʼaʼl
#qum# Esto lo dijo un chismoso	Jun mlol ylooj xb ʼiʼnik re waʼ	qum.
#qum# La nuera se le puso a	Ri albʼatz xyoʼqook chu rqirxik ri rwoch ixiim	qumleququestylequestylequestylequestylequestylequestylequestolaolaolaolaolaolaolaola
#qum# En la cima del cerro fuimos hacer la ceremonia maya	Pirwiʼ ri jyubʼ xeʼqbʼnaʼ ri chʼabʼal maaya	qum xʼiʼj ri xkʼoʼj
#qum# El muchacho se cortó el pie con el machete	R i alaabʼ xtochʼ ri rqan rukʼ ri tochʼbʼal	qumile i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i
#qum# Los ladrones de noche robaron la vaca de mi papá	Ri elqʼoom chaqʼabʼ xkelqʼaaj ri rwaakx wjow	qumilika.
#qum# la señora siempre padece del catarro	Ri nanyoox xaq kyabʼabʼ ik rum wu re tzaʼm	qumlack always has snow.
#qum# Mi hermano construyó su casa retirado a la mia	Najeʼl xbʼan ri wtziik ri rchoch	qum. -About. -About me.
#qum# La señorita tiene los pechos grandes	Ri aliit nmaq wu riim	qum, i'm not a big girl.
#qum# El buche de la gallina se llenó con granos de maíz	Ri rbʼuch akʼ xnojik rukʼ rwoch ixiim	qumpa choke choke choke choke choke choke choke choke choke choke chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair
#qum# En mi pueblo hay pocos ladinos	Pri ntinmit qal kʼiy moos ikʼolik	qum's only a little bit
#qum# El cuero se secó en el sol	Ri tzʼuum xchiqik chu qʼiij	qum xtzʼolik ri rqʼoʼl
