input	reference	prediction
#qum# Cuatro mesas grandes servirán para comer	Kji bʼ nmaq meex xkiʼchuknik rech weʼbʼal	qum ri achii xqʼiij ri rtzʼiʼ
#qum# Todos los lapiceros ya están divididos a los niños	Njeel ri tzʼibʼbʼal jachmaj chik chke ri ajkʼalobʼ	qum ri achii xchʼolik ri rkʼoʼj
#qum# La mata de aguacate se está secando por el	Ri rqan ooj tjin rchiqik rum wu tzrabʼ	qum ri rkaʼyxikʼ ri ri rqʼiij
#qum# Cuando bajamos a la orilla del río es muy	Ataq kojqajbʼik chchiʼ ri yaʼ xibʼal kliswik	qum ri achii xqʼoʼj ri rchʼiʼ
#qum# El hombre cuando	Ri achii ataq kirbʼsuj rbʼanik jun chaak, xtbsuj ri qʼiij chu rkʼisbʼaal	qum ri rkaʼyxik ri rqʼoʼq
#qum# La cara de la vaca se ve alargada	Tzʼajtzʼik rkaʼyxik ri rwoch ri waakx	qum ri rwiʼy ri rchʼuʼj
#qum# La araña come las moscas que están en la pared	Wu am kertij ri us ri ikʼoʼk chu xaan	qum ri rkaʼyʼ ri rchʼiʼ
#qum# Kkanjik	Ataq kpetik nim jabʼ xibʼal ri senyabʼ	qum ri rkaʼybʼanik ri kʼolik
#qum# mi papá tiene muchos parientes por eso no se mantiene en la casa	Ri wjow kʼiy richlaal sichaʼ qal kkʼuqbʼik chjaay	qum ri rkaʼybʼal ri rbʼal ri rkaʼy
#qum# Vejez	Ataq kpetik jabʼ njeel ri qʼoos krexbʼik	qum ri ajkʼaal ri ajkʼal
#qum# Todo el maíz se apolillo	Njeel ri ixiim xpokʼrik	qum ri rkaʼqʼal ri rchʼiʼ
#qum# por el daño que el hombre está	Ri uleew tjin rmeqʼik rum wu kʼex ri tjin kirbʼan ri achii chre	qum ri xchʼeech ri rchʼan xbʼiij
#qum# La masa salió quebrada	Ri qʼoor chqaam xelul	qum ri rqʼiij riij ri ajkʼaal
#qum# La botella se utiliza para guardar miel	Ri limeet kchuknik chi r kʼolik ri ryaʼl chʼoxiʼ	qumʼ ri rkaʼyxik ri xtzʼaqik
#qum# Vamos todos para que nos atieden nuestra	Joʼ qonjeel rech xkojtaʼtjik che ri qajbʼeej	qum ri ajkʼaal ri rtzʼaqʼ
#qum# El río creció por eso se llevó toda la	Ri nimaya ʼ xkʼiyik sichaʼ xuʼrmaʼ njeel ri tikaʼ	qum ri xʼaʼbʼal ri ajbʼal
#qum# El árbol es grandicimo por eso le pego el rayo	Jomom ri cheʼ sichaʼ xkʼeq rquljaay	qum ri rkaʼyxikʼ ri rkʼolbʼal ri rchʼoʼ
#qum# El frijol que se compra en la plaza lo	Ri knaqʼ ri kloqʼik pkʼeybʼal esmaj jun pajbʼal	qum ri rkaʼxbʼal xtʼaqbʼanik ri rchʼuʼ
#qum# Cuando cómo frijol me da ardor de pecho	Ataq kintij knaqʼ kiryaʼ qʼaʼteew chwa	qum ri rwiʼ ri chaak ri rqʼoʼqʼik
#qum# Todas las frutas están rodajeada con cuchillo	Njeel wu loʼn jexmaj rukʼ qʼatbʼal	qum ri rkaʼtzʼal ri rkaʼtzʼal
#qum# Ayer mi mamá compró hilo de varios colores	Iwir ri nchuch xloqʼ bʼatzʼ pkʼeybʼal jaljoj kkaʼybʼaal	qum ri rqʼaʼ ri rchʼik ri kʼolik
#qum# El ladrón fue arrastrado por las	Ri elqʼoom xqitxik kum ri wnaq xaq rum wu xrelqʼaaj jun keej	qum ri rkaʼyxʼal ri rchʼiʼ
#qum# Las matas de maguey se están secando por la plaga	Ri rqan kiiy tjin rchiqik rum wu xoʼkik chkop txeʼ	qum ri rkaʼy ri xtzʼaqbʼal
#qum# Cuando se come un chompipe quiere mucho	Ataq ktijik jun chooj nim rkunaal kraaj	qum ri rkaʼybʼal ri rkaʼyik
#qum# Todo el techo de ,la casa gotea	Njeel ri rwiʼ jaay ktzʼujik	qum ri kʼoʼqik ri rqʼiij ri rchbʼal
#qum# Quemar bien	El enfermo se empeoro porque salio bajo la lluvia	qumlik ri rkʼoʼqʼik ri rchʼiʼ
#qum# La reun ion se realiza cada semana	Ri molbʼeem kbʼanik chwuqubʼ qʼiij	qum ri rwiʼ riij xtzʼoʼqʼik ri rwiʼ
#qum# El árbol se le seco las hojas	Ri cheʼ xchiqik ri rxaq	qum ri rkaʼyxik
#qum# Con el doblador se hacen muñecas decoradas	Rukʼ wu joʼq keʼ bʼanik qʼus laj alaʼs	qum ri rkaʼqʼiij ri ajkʼaal
#qum# el coyote se comió l as once ovejas	Julajuuj chiij xeʼr tij ri sjiʼl	qum ri ajkʼalobʼ xbʼanik ri ajkʼalbʼal
#qum# El hombre se go lpeó la	Ri achii xkʼoxbʼsaj ri rjlom ataq xtzaqik rukʼ ri jochlan chʼiichʼ	qum xqʼiij ri xkʼaʼj ri ajkʼaal
#qum# El frujol blanco es delicioso comer en	Ri knaqʼ saqtbʼin chetzʼiʼnik rtijik pjkʼom iik	qum ri rkaʼyxʼal ri rkaʼy
#qum# L avado	El cerdo ensució el maíz	qum ri rbʼaan
#qum# La mujer hace lasos con la	Ri ixoq kiʼrbʼan ri klobʼ rukʼ ri saqkiiy ri kirbʼan rukʼ ri choʼl	qum ri rchʼoʼqʼiij jun xtzʼaqik
#qum# El ayote es bien rico pa ra comer	Chetzʼiʼnik rtijik ri qʼooqʼ	qum rkaʼ ri rkaʼbʼal xbʼikʼik
#qum# Cerca murió el marido de la mujer	Nqaaj waʼchiʼ xchupik ri rchjiil ri ixoq	qum ri rkaʼyxik ri rkʼaʼ
#qum# Todo el tamal estaba comido por las ratas	Njeel ri subʼ tijmaj rum chʼoo y ataq xojsaqrik	qum ri rwiʼ ri rkaʼbʼal ri rchʼiʼ
#qum# Arena	Ataq kiʼjikxik ri cheʼ ri uleew sbʼajbʼoj kkanjik	qumam kʼoʼl riij chʼoʼl
#qum# El formón lo utiliza el carpintero	Ri tzʼqubʼ kchuknik chu ri jsol cheʼ	qum ri rkaʼyxikʼ wu rkaʼyxik
#qum# El conejo cuando hay buena luna sale a comer el frijol	Ri imul ataq kʼolik rqan iikʼ kelul chirtijik wu knaqʼ	qum ri rkʼooj riij xtzʼaqʼik ri rchʼiich
#qum# La mujer cuando mató a la gallina	Ri ixoq ataq xwiʼtaaj ri akʼ kʼa xlechʼpij ri rtzʼumil	qum ri rbʼan riij riij
#qum# El documeto del terreno está ahumado	Ri rjujil uleew xsibʼrik wu riij	qum ri rchʼiʼ ri rqʼiij
#qum# La flor de milpa lo come las chorchas	Ri tzʼtuj ktij tochʼaʼ chu kwoy	qum ri rkaʼxʼiʼbʼik ri rtzʼiʼ
#qum# Es necesario cuidar la naturaleza	Riliil riij xtloqʼxik ri uleew	qum ri rbʼeem ri rkaʼxikʼ
#qum# La mayoría de los niños consumen mucha galguería	Ri knimalil ri ajkʼalobʼ ktij tzʼiʼlil	qum wu rchʼiim xqʼiij
#qum# Cuando entra el verano las vacas se ponen flacos	Ataq kokik saqʼiij yaax keʼlik ri waakx	qum ri rchchʼoʼqʼik
#qum# El niño se majó el dedo	Ri ajkʼaal xwochʼ wu rwiʼ rqʼabʼ	qum xbʼik ri ajkʼaal
#qum# Boca arriba	Ri nchuch xloqʼ ri paa kʼ pkʼeybʼal	qum ri achii xqʼaʼ
#qum# El niño no guantó porque se le regó agua	Ri ajkʼaal qal xchʼij kumu kʼten yaʼ xtixuul chriij	qum ri rkaʼy xtzʼaqʼik
#qum# La mariposa vuela entre las flores	Wu puʼt kxikʼnik chu taq ri kotzʼaj	qum kʼalik chu rqʼiij
#qum# Todos los enfermos sanaron	Njeel ri ya abʼ mixuʼtzrik	qum ri qʼolik ri rchʼaʼl ri rkaʼxik
#qum# La milpa se secó porque le cayó hielo	Ri chnooj xchiqik kumu xqaaj teew chriij	qum kirbʼal ri rkʼaʼl ri rkʼiʼ
#qum# El frijol amarillo da cuando se siembra	Ri xpley kiryaʼ ataq jnum kawxik rukʼ ri chnooj	qum ri iʼy ri rkaʼbʼal
#qum# El agua tiene pureza	Ri yaʼ kʼolik rsaqiil	qum ri rchʼoʼqʼnik ri rwiʼ
#qum# El techo de la casa de mi papá se ve de forma triangulo	Jutzʼjik rkaʼxik ri rwiʼ rchoch wjow	qum ri rkaʼbʼal ri rqʼoʼ
#qum# Cuando el buhuo llega a	Ataq koʼqʼoʼk ri toltol chjaay labʼnel kʼolik chinaq xtkmik	qum ri aj Ri rqʼoʼl ri rchʼuʼl
#qum# La reunión de los estudiantes se hizo anteayer	Ri molbʼeem kech ri aj tijnel xbʼanik kabʼjiir	qum ri rchʼiʼ xbʼaqik ri rchʼiʼ
#qum# Mi mamá tiene sirvienta	Ri nchuch kʼolik rmkoom	qum ri chʼiij xtzʼaqʼ riij xtzʼaqik
#qum# Los niños empezaron a llorar cuando perdieron	Ri ajkʼalobʼ xeʼoqʼik rum qal xkchʼak ri etzʼnim	qum ri xtʼajbʼal ri rtbʼal ri rchʼiʼ
#qum# Nuestro idioma es el Sipakapense	Ri qyolbʼaal areʼ ri Sipakapense	qum ri xbʼal ri xtzʼaʼ
#qum# Por un poco no alcanzo el fuego la otra casa	Xaq qiʼn chik qal xmaj qʼaaqʼ ri jun jaay chik	qum ri rchʼiʼ ri xtʼaʼ ri rbʼaal
#qum# El mal de ojo les afecta a los	Ri rbʼaqʼ rwoch wnaq kirbʼan kʼex chke ri ajkʼ a lobʼ	qum ri aj ajkʼaal xqʼabʼ
#qum# No es bueno comer el sobrante al otro día	Qal utz xtqtij ri chʼqaap	qum ri rkaʼy riij xkʼaʼbʼik
#qum# A todas las	Chke njeel ri wnaq xbʼiʼxik ke qal xeʼlbʼik xkoybʼeej ke xkʼisik ri molbʼeem	qumilireqiliqqiliqiliqiliqiliqiliqiliqiliqiliqiliqiliqiliquiliquili
#qum# Para la fiesta del pueblo todos damos la contribución Ri achii xkanajken	Rech ri nima qʼiij rech tinmit qonjeel qyaʼ ri kchuuj	qum ri rkaʼy xbʼanik ri rqʼabʼ
#qum# Todo el trabajo que se realizó estaba bien pensado por eso salió bien	Njeel ri chaak ri xbʼanik bʼusmaj riij sichaʼ utz xeʼloq	qum ri rxbʼal ri rqʼoʼq
#qum# Por allá está la casa de mi hermana	Tukkilaʼ kʼolik r i rchoch ri wnobʼ	qum ri chaak ri rkaʼyikʼ
#qum# Las flores que tiene sembrado mi mamá son de color rojo	Njeel ri kotzʼaj ri rawmaj ri nchucch keq rkaʼybʼaal	qum ri rkaʼyxikʼ
#qum# Los trabajos de los antiguos ya no se encuentran	Ri kchak ri ojor wnaq qaqchee chik kiʼ riqt jik	qum ri rchʼiichʼ
#qum# El granizo golpeo la milpa	Ri saqbʼuch xkʼoxbʼsaaj ri chno oj	qum ri achiiʼ xtzʼaqbʼik ri rkaʼy
#qum# Al niño le da estornudo	wu ajkʼaal kiryaʼ achyam chre	qum ri xtʼaʼbʼik ri rkaʼy
#qum# Codo	Pongale una cuña a la mesa	qumehamehamehamehamehamehamehamamemamamaamaamaamaamaamaamaamaamaamaamaamaamaamaamaamaamaamaamaamaama
#qum# Salimos rápido por eso regresamos juntos	Cha niim xojelbʼ ik sichaʼ xojtz aljuul jnum	qum ri kʼoʼj riij
#qum# El lápiz del estudiante se quebró	Ri rtzʼibʼbʼaal ri ajtijnel xqʼeptjik	qum ri rkaʼqʼoʼqʼoʼl
#qum# El cabello de la señorita está trensado con su	Ri rwiʼ ri aliit pochʼmaj rukʼ ri rxqʼap	qum ri rchʼal ri rchʼalbʼal
#qum# Ante el juez no se presentó el acusador	Chu ri qʼtal iil qal ri tzujnel xopnik	qum ri xtzʼaqik ri rchʼal ri rqʼoʼ ri rchʼiij
#qum# C ama wu chʼaat bʼantlik rukʼ	Estaba mojado la camisa del hombre por eso le dio fiebre	qum ri rchʼiʼj ri rbʼaal
#qum# El hom bre tiene bellos en el pecho	ri achii kʼolik rsmaal chu rkʼuʼx	qum ri rchʼaʼn
#qum# Pizarron	La tabla es ancha	qum ri ajbʼal ri rchʼiʼj
#qum# El bebé gatea en el patio de la casa	Ri neʼ kchaknik pirqan jaay	qum ri rkaʼtzʼik
#qum# Hay personas que ya no se recuerda de	Kʼolik wnaq qal chik knaʼtaj ri kbʼanbʼaal chke	qum ri qʼiij xtzʼiij
#qum# La señora ronca mucho cuando duerme	Wu ixoq kjororik wu rtzaʼm ataq kwrik	qum ri rkaʼyxʼal ri rkaʼbʼal
#qum# La hoja de papel esta medio pegado	Ri rxaq juuj xaq qiʼn nakʼlook	qum xqʼiij xtzʼajik ri kʼolik ri rchʼuʼ
#qum# La gente cando existe entre ellos un problema se desprecian	Ri wnaq ataq kʼolik jun chʼoʼj chkxoʼl ketzlaj kiibʼ	qum ri rkaʼybʼal ri rkaʼyʼy
#qum# El encendedor sirve para juntar el	Ri tʼiqbʼal kchuknik chu rnukʼik ri qʼaaqʼ	qum ri rkaʼyik ri rqʼabʼal
#qum# Cuando se junta	Ataq kmo lik ri knaqʼ kʼolik rkʼolbʼaal waʼchiʼ kyoʼqqaj wiʼ	qum ri ajchʼoʼn ri rʼal ri rʼeʼn
#qum# Donde yo vivo es tierra caliente	Ri waʼchiʼ kʼo ri wchoch mqʼen jyubʼ	qum xtzʼaʼ ri rkaʼyxik
#qum# C uando amanecemos el gallo canta	Ataq kojsaqrik ri tzeek koqʼik	qum ri rbʼaal ri rkʼiij
#qum# Todas las bancas son redondas	Njeel ri teem isetsik	qum ri ajʼalulul kʼolik ri rkaʼybʼal
#qum# Cuando se tapisca la	Ataq kjachʼik ri jal xaq xeew ri rqan chnooj kkanjik	qum ri rkaʼy ri rkaʼyykʼ
#qum# La masa salió fino en el molino	wu qʼoor kookʼ xelul pwu keʼbʼal	qum ri tjikʼaʼl ri rkaʼybʼal
#qum# Ri ixoq	Tráigalo	qum ri rchʼiʼtzʼal ri rchʼoʼ
#qum# La escuela cumplió el decimo sexto año de	Rwaqlaaj rjnobʼ ri tijbʼal xtzʼaqtik	qum ri ajkʼal xkʼallik ri rkʼoʼn
#qum# La fruta está medio ácido	Ri loʼn chʼomchʼoj rtijik	qum kʼiʼ ri rkaʼbʼanik ri rwiʼ
#qum# Los zapatos de mi abuelo es de color negro	Ri rxjabʼ ntatanool qʼeq kkaʼybʼaal	qum ri rkaʼj ri ajkʼalʼal ri rkaʼ
#qum# Todas las hojas de papel se perforó	Njeel ri rxaq juuj xeʼ worik	qum ri achii xtʼolik ri rchʼoʼj
#qum# La vaca es de mejilla gorda Extendido	Ri waakx lewlik wu rwoch	qum ri rkaʼxbʼal ri rkaʼbʼal
#qum# Para espantar a los zanates sirve la onda de pita	Chu kxibʼxik ri chʼok kchuknik ri ixkeeqʼ	qum ri achiʼ ri rwiʼx
#qum# Todos los niños se dispersaron por el miedo	Njeel ri ajkʼalobʼ xiʼ tuknik rum xibʼal kiibʼ	qum ri rkaʼbʼal ri ajbʼaal
#qum# El hombre ya es viejo por eso no aguanta caminar	Ri achii riʼj chik sichaʼ qal kirchʼij kbʼinik	qum ri ajkʼaal ri rkʼaʼy
#qum# Es necesario mostrar lo que se quiere	Riliil riij xtkʼutik ri kajwxik rbʼanik kukʼ ri wnaq	qum ri rchoch ri rchʼoʼqʼal ri rchʼoʼ
#qum# La	Ri yuʼtz kʼebʼ muul xchuknik sichaʼ kamulbʼal rbʼiʼxik pqyolbʼaal	qumililqiliqiliqiliqiliqiliqiliqiliqiliqiliqiliqiliqiliqiliqiliqiliili
#qum# La tortuguilla terminó de comer el frijol	Wu leem xkʼis ri knaqʼ	qum xtzʼaʼ ri rchʼiʼx
#qum# L a haba se muele para pinol	Wu jaws kkeʼxik chu kʼej	qum ri rkaʼyxbʼal ri rchʼiʼ
#qum# El trabajo está duro por eso no avanzaron los trabajadores	Wu chaak kow sichaʼ qal nim xkbʼan ri ajchaak	qum ri riij ri rchʼiʼj
#qum# La olla grande es de boca grande	Wu nima xbʼoʼj leʼlik wu rchiʼ	qum ri ajkʼaal
#qum# La abuela le duele su hueso	Ri nooy kiʼ qʼoxwik ri rbʼaqil	qum ri rbʼaal ri rwiʼ
#qum# Mi perro se murió despacio ór la vejez	Tkaal xkmik ri ntzʼiʼ rum riʼjaal	qum ri rchʼiʼj ri rkaʼbʼal
#qum# En la reunión llegaron solo dos mujeres	Pri molbʼeem xaq kʼeebʼ ixoq xoʼpnik	qum ri rqʼabʼ
#qum# Si hablamos con la verdad	Saqsi xkojyolwik chqatziij rtqriq kʼchiʼ ri utziil	qum ri kʼolik ri rkaʼyxik
#qum# En el terreno hay montones de piedras	Pri uleew kʼolik kʼiy amluʼx abʼaj	qum xbʼiʼ ri rchʼool
#qum# Para que no nos critiquen es bueno pagar la deuda	Rech qal xkojyolik, utz xttojik ri kʼaas	qum ri rkaʼyʼy
#qum# Las aguas estancadas no es bueno	Ri tikʼlik yaʼ qal utz kumu kiʼ poqʼnik ri raal us	qum ri rkʼoʼtjik ri rchʼiʼ
#qum# El perro es travieso	Ri tzʼiʼ xwos	qum ri rkaʼyyk ri rkaʼyxik
#qum# Existen personas que no creen en las imágenes	Kʼolik ri wnaq qal knmaj ri tyoox	qumik ri rchʼiʼxik
#qum# Que fecha nació mi hermano	Che rajlbʼaal rkʼosbʼik r i wtziik	qum ri rkaʼy ri xtzʼalbʼik ri rchʼiʼ
#qum# M i mamá está enfermo de la tos	Ri nchuch yaabʼ rukʼ rqul	qum xkʼaal ri rchʼaʼl ri xbʼanik ri ri ri kʼolik
#qum# la comadrona vive en el traingulo	Ri ajkuun tlaʼ kʼolik rchoch waʼchiʼ rbʼiʼ oxchʼuʼk	qum ri ajbʼal wu rchʼiʼj
#qum# La gall inaza es bueno para abonar la siembra	Ri rchaq akʼ utz xtqajik chxeʼ ri tikaʼ	qum ri xbʼaʼbʼal ri rbʼan ri kʼaʼy
#qum# Cuando hay charcos de agua	Ataq kʼolik yaʼ tikʼlik xibʼal serat kiʼpoqʼnik	qum ri rkaʼyuk ri ajkʼal wu rkaʼyik
#qum# El ladrón entró arriba por eso no se dio cuenta el perro	ajsik xokul ri elqʼoom sicha ʼ qal xnaʼ ri tzʼiʼ	qum ri rbʼal ri kʼolik ri rqʼiij
#qum# Cuando nacio el niño lo	Ataq xkʼosbʼik ri ajkʼaal rbʼaqʼtmaj riibʼ ri rkʼamaʼl rmuux pirqul	qum ri rkaʼbʼaal ri rbʼanik riij ri rkaʼyxbʼal
#qum# El caballo tiene los ojos grandes	Ri keej bʼilbʼik wu rbʼaq rwoch	qum xeʼ riij ri rkaʼqʼal ri rchʼiʼj
#qum# Barrendero	El cuarto lo han barrido	qum qʼuʼj chʼoʼn ri riʼ riʼ
#qum# Mi mamá puede hacer petate	Ri nchuch utz keʼrbʼan ri xkulbʼal	qum ri rwiʼ riij xkʼaaj ri rchʼoʼq
#qum# La en voltura del papel está hecho de algodón	Ri pisbʼal ri juuj bʼantlik rukʼ miit	qum ri rkaʼqʼaʼ ri rchʼiʼj
#qum# Todos los negocios están cerrados	Njeel ri kʼyeej itzʼaplik	qum ri rkʼaj ri rkaʼj
#qum# Dirrecion	Xsqarsxik ri riil ri achii se aclaró el delito del hombre	qumile
#qum# En el camino se regó arena	Chpom ri bʼeey xtukxik poqlaaj	qum ri ajkʼaal riij
#qum# La ropa está mojada	Ri sʼaq tʼaq	qum ri rkaʼy xkʼeyxikʼ ri rkaʼyxik
#qum# Cuando el perro olió las huellas del	Ataq xsiq ri tzʼiʼ ri qan chkop xtrambʼeej rech xwiʼtaaj	qum ri rkaʼyxʼaal
#qum# La señorita se le cayó la muela	Ri aliit xtzaqeel wu rkaʼ	qum ri chaak rchʼiʼj ri rchʼiʼ
#qum# El perro lo hirió al hombre en la fosa poplítea	Ri tzʼiʼ xsok ri achii pirsmoqʼ	qum ri rkʼikʼbʼal ri rbʼeem
#qum# El consumo del cigarro daña el cerebro	Ri siikʼ kirbʼan kʼex chu ri tzantzqʼor	qum ri achii xtzʼalbʼal ri rkaʼy
#qum# Frijol	Ataq kpetik jabʼ wu kʼotzʼaj qʼus kkaʼyxik	qum ri xtbʼalbʼeek ri rkaʼbʼal
#qum# Cuando está bien hecho el trabajo no es necesario repasarlo	Ataq utz bʼanmaj ri chaak qal chik ktzuntzxik	qum ri ajkʼal ri xbʼanik ri rchʼiʼ
#qum# El hombre que mató a la mujer es el culpable	Ri ajmaak areʼ ri achi i ri xwiʼt aaj ri ixoq	qum ri ajbʼaal xtzʼoʼqʼik
#qum# El pajon blanco sirve para elaborar canastas	Ri saqkʼim kchuknik chu kbʼanik xuʼk	qum ri rtijnbʼʼal ri rchʼaqʼ
#qum# La casa es muy reducido por eso no	Latzʼ wu rpom jaay sichaʼ qal xiʼ kʼisook njeel ri wnaq	qum ri rchʼiʼ ri rchʼakʼ
#qum# Cunado cae las primeras lluvias salen	Ataq kqajik ri nabʼey rqan jabʼ keʼlul ri xkawalek	qum ri rbʼal ri rbʼanik ri rchʼaqik ri rqʼoʼ
#qum# El aguardiente causa daños a nuestro hígado	Ri xbʼaj kirbʼan kʼex chu ri qsosobʼ	qum wu rkaʼy ri rkaʼy
#qum# Debajo de las piedras están las culebras	Xeʼ taq ri abʼaj kiʼkʼobʼik ri kmatz	qum ri rkaʼyʼj ri riij
#qum# La siembra crece con el calor del sol	Ri tikaʼ kkʼiyik rum ri rmeqʼnal ri qʼiij	qum ri ajkʼaal ri rkaʼbʼal
#qum# Entre seis meses va parir la vaca	Waqiibʼ iikʼ chi k xtqajik raal wu wakx	qum ri rkʼoʼn xkʼaqik ri rqʼiij
#qum# Esto lo dijo un chismoso	Jun mlol ylooj xb ʼiʼnik re waʼ	qum ri chʼiʼ ri rkaʼxik ri rkaʼyxik
#qum# La nuera se le puso a	Ri albʼatz xyoʼqook chu rqirxik ri rwoch ixiim	qum ri rkaʼxikʼik ri rkaʼyx
#qum# En la cima del cerro fuimos hacer la ceremonia maya	Pirwiʼ ri jyubʼ xeʼqbʼnaʼ ri chʼabʼal maaya	qum ri rkaʼyxikʼik ri rbʼaal
#qum# El muchacho se cortó el pie con el machete	R i alaabʼ xtochʼ ri rqan rukʼ ri tochʼbʼal	qum ri rchʼiʼ
#qum# Los ladrones de noche robaron la vaca de mi papá	Ri elqʼoom chaqʼabʼ xkelqʼaaj ri rwaakx wjow	qum ri qʼoʼl ri ajkʼaʼl ri ajkʼaʼl
#qum# la señora siempre padece del catarro	Ri nanyoox xaq kyabʼabʼ ik rum wu re tzaʼm	qum wu rtiʼy ri rwiʼ ri rkaʼ
#qum# Mi hermano construyó su casa retirado a la mia	Najeʼl xbʼan ri wtziik ri rchoch	qum ri rkaʼ ri rkaʼj ri rkaʼj
#qum# La señorita tiene los pechos grandes	Ri aliit nmaq wu riim	qum ri wnaqʼ xtʼaʼ ri rchʼiʼ
#qum# El buche de la gallina se llenó con granos de maíz	Ri rbʼuch akʼ xnojik rukʼ rwoch ixiim	qum ri rkaʼyqʼabʼ ri rkʼoʼl ri rqʼeybʼal
#qum# En mi pueblo hay pocos ladinos	Pri ntinmit qal kʼiy moos ikʼolik	qum ri rnaq ri ri rkaʼtzʼoʼ ri rqʼoʼ
#qum# El cuero se secó en el sol	Ri tzʼuum xchiqik chu qʼiij	qum ri chaʼqʼal xtzʼiij
#qum# El niño está enfermo por eso no puede reir	Ri ajkʼaal yaabʼ sichaʼ qal ktzeʼnik	qum ri rkʼolik ri rkaʼyxik ri rkaʼ
#qum# La mosca es un animal malo porque contamina lo	Wu us qal utz laj chkop kir chʼulchʼaʼ ri che ri qtij	qum wu xtzʼaqbʼik chu rkaʼyik
#qum# Cuando los niños se levantan todos cantan	Ataq kiʼ waʼljik ri ajkʼalobʼ konjeel keʼ bʼixnik	qum ri rkaʼjbʼal ri ajkʼaʼ
#qum# A los niños es necesario enseñarles a saludar	Chke ri ajkʼalobʼ riliil rij xkeʼtijxik rech xkeʼqʼajlaʼnik	qum ri kʼolik ri rchʼiʼ riij
#qum# El escritor escribió varios cuentos en el	Ri ajtzʼibʼnel xeʼrtzʼibʼaaj kʼiy q taʼ pqyolbʼaal	qum riij ri rkaʼyxik ri rkaʼxik
#qum# La señora preguntó cuanto vale la gallina	Ri ixoq xtzʼonjok jrubʼ rjil wu akʼ	qum tʼik ri rkaʼbʼal
#qum# El lazo se estiro porque se mojó	wu klobʼ xyuqpjik ataq xchnaʼnik	qum ri rkaʼxik ri rkaʼy ri rchʼuʼqʼik
#qum# Sapo	La laga rtija sale cuando hay sol	qum ri kʼolik ri rqʼoʼch ri rchʼoʼn
#qum# El trozo ya está seco	Ri xaʼk chqiʼj chik	qum kirbʼal ri rqʼiʼj ri rkaʼbʼanik
#qum# Para curar la tos es bueno el jengibre	Ri xenxipr utz chi kunbʼal ri qulaj	qum ri chaakʼ ri ajkʼalobʼ
#qum# El laso lo hacen torcer con malacates	Ri klobʼ ktumxik rukʼ xweelx	qum ri rchʼiʼxʼalbʼik
#qum# El agua de la	Ri ryaʼl tzmeʼy utz xtqum jun ixoq rech q al ri raal xtokʼwik	qum ri rkaʼy ri rqʼoʼchʼ
