input	reference	prediction
#qum# El formón lo utiliza el carpintero	Ri tzʼqubʼ kchuknik chu ri jsol cheʼ	qum is used by the carpenter.
#qum# El conejo cuando hay buena luna sale a comer el frijol	Ri imul ataq kʼolik rqan iikʼ kelul chirtijik wu knaqʼ	qum the hare goes out to eat the tree on a beautiful moon.
#qum# La mujer cuando mató a la gallina	Ri ixoq ataq xwiʼtaaj ri akʼ kʼa xlechʼpij ri rtzʼumil	qum the woman who killed the hen
#qum# El documeto del terreno está ahumado	Ri rjujil uleew xsibʼrik wu riij	qum) The document from the plot is smoky.
#qum# La flor de milpa lo come las chorchas	Ri tzʼtuj ktij tochʼaʼ chu kwoy	qumle is eaten by the crows
#qum# Es necesario cuidar la naturaleza	Riliil riij xtloqʼxik ri uleew	qumilil.com - Nature must be maintained by
#qum# La mayoría de los niños consumen mucha galguería	Ri knimalil ri ajkʼalobʼ ktij tzʼiʼlil	qumilika is a very common cause of death. most children consume a great deal of gallery
#qum# Cuando entra el verano las vacas se ponen flacos	Ataq kokik saqʼiij yaax keʼlik ri waakx	qum, when the summer comes, the cows will be slain
#qum# El niño se majó el dedo	Ri ajkʼaal xwochʼ wu rwiʼ rqʼabʼ	qum the boy with his finger.
#qum# Boca arriba	Ri nchuch xloqʼ ri paa kʼ pkʼeybʼal	qumla the mouth.
#qum# El niño no guantó porque se le regó agua	Ri ajkʼaal qal xchʼij kumu kʼten yaʼ xtixuul chriij	qum, the boy was wearing no gloves because he had been given water.
#qum# La mariposa vuela entre las flores	Wu puʼt kxikʼnik chu taq ri kotzʼaj	qum-shaped flowers by the butterfly flying between the
#qum# Todos los enfermos sanaron	Njeel ri ya abʼ mixuʼtzrik	qumla. all the sick are well
#qum# La milpa se secó porque le cayó hielo	Ri chnooj xchiqik kumu xqaaj teew chriij	qumed by the ice on the milpe.
#qum# El frijol amarillo da cuando se siembra	Ri xpley kiryaʼ ataq jnum kawxik rukʼ ri chnooj	qumile the yellow bean when planted
#qum# El agua tiene pureza	Ri yaʼ kʼolik rsaqiil	qumlo, and the water is pure
#qum# El techo de la casa de mi papá se ve de forma triangulo	Jutzʼjik rkaʼxik ri rwiʼ rchoch wjow	qum's house is a triangle.
#qum# Cuando el buhuo llega a	Ataq koʼqʼoʼk ri toltol chjaay labʼnel kʼolik chinaq xtkmik	qumqqq qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# La reunión de los estudiantes se hizo anteayer	Ri molbʼeem kech ri aj tijnel xbʼanik kabʼjiir	qumle, which took place on the same day.
#qum# Mi mamá tiene sirvienta	Ri nchuch kʼolik rmkoom	qum, and his mother-in-law and mother-in-law.
#qum# Los niños empezaron a llorar cuando perdieron	Ri ajkʼalobʼ xeʼoqʼik rum qal xkchʼak ri etzʼnim	qumile the children when they lost.
#qum# Nuestro idioma es el Sipakapense	Ri qyolbʼaal areʼ ri Sipakapense	qum qʼoʼl qʼoʼl qʼoʼlqʼik
#qum# Por un poco no alcanzo el fuego la otra casa	Xaq qiʼn chik qal xmaj qʼaaqʼ ri jun jaay chik	qum's to the other house for a little while
#qum# El mal de ojo les afecta a los	Ri rbʼaqʼ rwoch wnaq kirbʼan kʼex chke ri ajkʼ a lobʼ	qumers of the eye.
#qum# No es bueno comer el sobrante al otro día	Qal utz xtqtij ri chʼqaap	qumile, and it is not good for the day to come.
#qum# A todas las	Chke njeel ri wnaq xbʼiʼxik ke qal xeʼlbʼik xkoybʼeej ke xkʼisik ri molbʼeem	qumla) (a) all the
#qum# Para la fiesta del pueblo todos damos la contribución Ri achii xkanajken	Rech ri nima qʼiij rech tinmit qonjeel qyaʼ ri kchuuj	qumle the feast of the village we all lay a
#qum# Todo el trabajo que se realizó estaba bien pensado por eso salió bien	Njeel ri chaak ri xbʼanik bʼusmaj riij sichaʼ utz xeʼloq	qum, so that it is well-executed.
#qum# Por allá está la casa de mi hermana	Tukkilaʼ kʼolik r i rchoch ri wnobʼ	qum, which is my sister-in-law's house.
#qum# Las flores que tiene sembrado mi mamá son de color rojo	Njeel ri kotzʼaj ri rawmaj ri nchucch keq rkaʼybʼaal	qumile, and the flowers that my mother planted are purple.
#qum# Los trabajos de los antiguos ya no se encuentran	Ri kchak ri ojor wnaq qaqchee chik kiʼ riqt jik	qumqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# El granizo golpeo la milpa	Ri saqbʼuch xkʼoxbʼsaaj ri chno oj	qum's bill the milpe
#qum# Al niño le da estornudo	wu ajkʼaal kiryaʼ achyam chre	qum the boy
#qum# Codo	Pongale una cuña a la mesa	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# Salimos rápido por eso regresamos juntos	Cha niim xojelbʼ ik sichaʼ xojtz aljuul jnum	qumile, and we will come back together.
#qum# El lápiz del estudiante se quebró	Ri rtzʼibʼbʼaal ri ajtijnel xqʼeptjik	qumle of the student's head is broken.
#qum# El cabello de la señorita está trensado con su	Ri rwiʼ ri aliit pochʼmaj rukʼ ri rxqʼap	qum of the woman's hair are with her
#qum# Ante el juez no se presentó el acusador	Chu ri qʼtal iil qal ri tzujnel xopnik	qumants have not been brought to the attention of the judge.
#qum# C ama wu chʼaat bʼantlik rukʼ	Estaba mojado la camisa del hombre por eso le dio fiebre	qum xbʼal xbʼeel xbʼoʼl ri xbʼooj
#qum# El hom bre tiene bellos en el pecho	ri achii kʼolik rsmaal chu rkʼuʼx	qum qʼoʼl qʼoʼqʼoʼl qʼoʼqʼoʼl qʼoʼqʼoqʼoʼl qʼoqʼoqʼoqʼqʼoqqqʼoqʼqʼoqʼl qʼoʼqʼoqʼoqqqʼoqʼoqʼl qʼoqʼoqʼl qʼoʼoqʼoqʼoqqqqʼoqqʼoqqʼoqqʼqʼoq
#qum# Pizarron	La tabla es ancha	qum's a pitzard you are a pitzard
#qum# El bebé gatea en el patio de la casa	Ri neʼ kchaknik pirqan jaay	qum qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# Hay personas que ya no se recuerda de	Kʼolik wnaq qal chik knaʼtaj ri kbʼanbʼaal chke	qum, there are people who do not have any
#qum# La señora ronca mucho cuando duerme	Wu ixoq kjororik wu rtzaʼm ataq kwrik	qumui, the woman sneeres greatly when she is asleep.
#qum# La hoja de papel esta medio pegado	Ri rxaq juuj xaq qiʼn nakʼlook	qum, the leaf is half-tailed.
#qum# La gente cando existe entre ellos un problema se desprecian	Ri wnaq ataq kʼolik jun chʼoʼj chkxoʼl ketzlaj kiibʼ	qum, and when there is any doubt of any kind between them, the people despise one another.
#qum# El encendedor sirve para juntar el	Ri tʼiqbʼal kchuknik chu rnukʼik ri qʼaaqʼ	qum, and the fire is used to make the
#qum# Cuando se junta	Ataq kmo lik ri knaqʼ kʼolik rkʼolbʼaal waʼchiʼ kyoʼqqaj wiʼ	qum'd when it comes together
#qum# Donde yo vivo es tierra caliente	Ri waʼchiʼ kʼo ri wchoch mqʼen jyubʼ	qum'a's hot land is where I live
#qum# C uando amanecemos el gallo canta	Ataq kojsaqrik ri tzeek koqʼik	qum, when it is early, the rooster sings
#qum# Todas las bancas son redondas	Njeel ri teem isetsik	qum winding the banks are round
#qum# Cuando se tapisca la	Ataq kjachʼik ri jal xaq xeew ri rqan chnooj kkanjik	qumate the size of the
#qum# La masa salió fino en el molino	wu qʼoor kookʼ xelul pwu keʼbʼal	qumla, and the mass has been well-turned-mill.
#qum# Ri ixoq	Tráigalo	qum xbʼal xbʼaʼ
#qum# La escuela cumplió el decimo sexto año de	Rwaqlaaj rjnobʼ ri tijbʼal xtzʼaqtik	qum in the 16th year of the school's
#qum# La fruta está medio ácido	Ri loʼn chʼomchʼoj rtijik	qum is half-sour
#qum# Los zapatos de mi abuelo es de color negro	Ri rxjabʼ ntatanool qʼeq kkaʼybʼaal	qum) is black.
#qum# Todas las hojas de papel se perforó	Njeel ri rxaq juuj xeʼ worik	qumate, all the sheet papers were pierced through the
#qum# La vaca es de mejilla gorda Extendido	Ri waakx lewlik wu rwoch	qum-bastel-bastel is the cow that is fat-bastel
#qum# Para espantar a los zanates sirve la onda de pita	Chu kxibʼxik ri chʼok kchuknik ri ixkeeqʼ	qum, the whale of the sea will be able to roam the earth, but the spirit of Satan will be able to help him if he chooses
#qum# Todos los niños se dispersaron por el miedo	Njeel ri ajkʼalobʼ xiʼ tuknik rum xibʼal kiibʼ	qum all the children out of fear.
#qum# El hombre ya es viejo por eso no aguanta caminar	Ri achii riʼj chik sichaʼ qal kirchʼij kbʼinik	qum is old, and therefore cannot walk.
#qum# Es necesario mostrar lo que se quiere	Riliil riij xtkʼutik ri kajwxik rbʼanik kukʼ ri wnaq	qumile, and you'll have to show what you want.
#qum# La	Ri yuʼtz kʼebʼ muul xchuknik sichaʼ kamulbʼal rbʼiʼxik pqyolbʼaal	qumsiqsiqqsiqqsiqsiqsiqsiqsiqsiqsiqsiqsiqqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiqsiq
#qum# La tortuguilla terminó de comer el frijol	Wu leem xkʼis ri knaqʼ	qum, the turtle has eaten the tree.
#qum# L a haba se muele para pinol	Wu jaws kkeʼxik chu kʼej	qum qib qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qibla qiblaiblaibla qiblaiblaibla qibla qiblaibla
#qum# El trabajo está duro por eso no avanzaron los trabajadores	Wu chaak kow sichaʼ qal nim xkbʼan ri ajchaak	qum, and the workers did not progress.
#qum# La olla grande es de boca grande	Wu nima xbʼoʼj leʼlik wu rchiʼ	qum the big pot has a big mouth.
#qum# La abuela le duele su hueso	Ri nooy kiʼ qʼoxwik ri rbʼaqil	qum is a bone-chord wound to him by the grandmother.
#qum# Mi perro se murió despacio ór la vejez	Tkaal xkmik ri ntzʼiʼ rum riʼjaal	qum is slow to die, or to age.
#qum# En la reunión llegaron solo dos mujeres	Pri molbʼeem xaq kʼeebʼ ixoq xoʼpnik	qum; only two women came to the meeting.
#qum# Si hablamos con la verdad	Saqsi xkojyolwik chqatziij rtqriq kʼchiʼ ri utziil	qum't't's when we tell the truth
#qum# En el terreno hay montones de piedras	Pri uleew kʼolik kʼiy amluʼx abʼaj	qum on the ground.
#qum# Para que no nos critiquen es bueno pagar la deuda	Rech qal xkojyolik, utz xttojik ri kʼaas	qum is good for the plaintiff to be unquestionable .
#qum# Las aguas estancadas no es bueno	Ri tikʼlik yaʼ qal utz kumu kiʼ poqʼnik ri raal us	qumayo is not good standing water
#qum# El perro es travieso	Ri tzʼiʼ xwos	qum is evil.
#qum# Existen personas que no creen en las imágenes	Kʼolik ri wnaq qal knmaj ri tyoox	qum, and there are those who do not believe in images.
#qum# Que fecha nació mi hermano	Che rajlbʼaal rkʼosbʼik r i wtziik	qum, when was my brother born?
#qum# M i mamá está enfermo de la tos	Ri nchuch yaabʼ rukʼ rqul	qum, and his mother is sick with coughing.
#qum# la comadrona vive en el traingulo	Ri ajkuun tlaʼ kʼolik rchoch waʼchiʼ rbʼiʼ oxchʼuʼk	qum in the life of the sister-in-law.
#qum# La gall inaza es bueno para abonar la siembra	Ri rchaq akʼ utz xtqajik chxeʼ ri tikaʼ	qumilika is good for fertilization
#qum# Cuando hay charcos de agua	Ataq kʼolik yaʼ tikʼlik xibʼal serat kiʼpoqʼnik	qum's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water's water' water's water' water's water's water' water's water's water's water's water's water's water's water's water's water's water's water' water's water's water' water's water's water's water's water's water' water' water' water' water's water's water' water's water's water' water's water' water' water'
